"year","month","intent","police","sex","age","race","hispanic","place","education"
2006,"01","Suicide",0,"M",81,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"M",55,"White",100,"Other unspecified","Less than HS"
2006,"01","Homicide",0,"M",19,"Black",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",33,"Black",100,"Other unspecified","Less than HS"
2006,"01","Homicide",0,"M",23,"Black",100,"Home","Less than HS"
2006,"01","Suicide",0,"M",88,"White",100,"Home","Less than HS"
2006,"01","Suicide",0,"M",23,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"M",23,"Hispanic",211,"Home","HS/GED"
2006,"01","Homicide",0,"M",43,"Black",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",23,"Black",100,"Home","HS/GED"
2006,"01","Suicide",0,"M",21,"White",100,"Home","Some college"
2006,"01","Suicide",0,"M",26,"White",100,"Other unspecified","BA+"
2006,"01","Suicide",0,"M",36,"White",100,"Home","HS/GED"
2006,"01","Suicide",0,"M",83,"White",100,"Home","HS/GED"
2006,"01","Suicide",0,"M",37,"White",100,"Other unspecified","Less than HS"
2006,"01","Suicide",0,"F",47,"White",100,"Street","Some college"
2006,"01","Suicide",0,"M",55,"White",100,"Home","Some college"
2006,"01","Homicide",0,"M",17,"Black",100,"Other specified","Less than HS"
2006,"01","Homicide",0,"M",16,"Black",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",23,"Black",100,"Other unspecified","Less than HS"
2006,"01","Suicide",0,"M",82,"White",100,"Other unspecified","HS/GED"
2006,"01","Suicide",0,"M",35,"White",100,"Home","HS/GED"
2006,"01","Suicide",0,"M",34,"White",100,"Home","BA+"
2006,"01","Homicide",0,"M",26,"Black",100,"Home","Some college"
2006,"01","Accidental",0,"M",24,"White",100,"Other unspecified","HS/GED"
2006,"01","Homicide",0,"M",21,"Black",100,"Other specified","Less than HS"
2006,"01","Homicide",0,"M",42,"White",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",21,"Black",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",40,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",40,"White",100,"Home","HS/GED"
2006,"01","Suicide",0,"M",19,"Black",100,"Home","Some college"
2006,"01","Undetermined",0,"M",22,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"M",50,"White",100,"Trade/service area","HS/GED"
2006,"01","Accidental",0,"M",67,"White",100,"Other unspecified","HS/GED"
2006,"01","Suicide",0,"M",33,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"M",29,"White",100,"Other unspecified","HS/GED"
2006,"01","Suicide",0,"M",23,"Black",100,"Home","HS/GED"
2006,"02","Homicide",0,"M",16,"Black",100,"Street","Less than HS"
2006,"01","Suicide",0,"M",28,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",68,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"F",26,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"F",44,"White",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",29,"Black",100,"Other specified","Less than HS"
2006,"01","Homicide",0,"M",22,"Black",100,"School/instiution","Less than HS"
2006,"01","Homicide",0,"M",24,"Black",100,"Home","Less than HS"
2006,"01","Suicide",0,"M",89,"White",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",41,"White",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",27,"Asian/Pacific Islander",100,"Trade/service area","Some college"
2006,"01","Homicide",0,"M",21,"Black",100,"Home","Less than HS"
2006,"01","Accidental",0,"M",44,"White",100,"Other unspecified","HS/GED"
2006,"02","Suicide",0,"M",38,"White",100,"Other unspecified","Some college"
2006,"02","Suicide",0,"M",54,"White",100,"Residential institution","Some college"
2006,"02","Suicide",0,"M",75,"White",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",41,"White",100,"Other unspecified","Less than HS"
2006,"01","Homicide",0,"M",52,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",54,"White",100,"Home","BA+"
2006,"01","Homicide",0,"F",27,"Black",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",30,"White",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",50,"White",100,"Other unspecified","HS/GED"
2006,"01","Suicide",0,"M",29,"Black",100,"Other specified","BA+"
2006,"01","Suicide",0,"M",77,"White",100,"Other unspecified","Some college"
2006,"02","Suicide",0,"M",33,"White",100,"Home","BA+"
2006,"02","Suicide",0,"M",68,"White",100,"Home","HS/GED"
2006,"01","Homicide",0,"M",33,"Black",100,"Home","Less than HS"
2006,"01","Homicide",0,"M",38,"Black",100,"Other unspecified","HS/GED"
2006,"01","Homicide",0,"M",22,"Black",100,"Street","Less than HS"
2006,"01","Suicide",0,"M",69,"White",100,"Farm","Some college"
2006,"01","Suicide",0,"M",89,"White",100,"Other unspecified","HS/GED"
2006,"02","Homicide",0,"M",46,"Black",100,"Street","Some college"
2006,"02","Suicide",0,"M",43,"White",100,"Industrial/construction","HS/GED"
2006,"02","Homicide",0,"M",41,"Black",100,"Trade/service area","HS/GED"
2006,"02","Homicide",0,"M",62,"White",100,"Trade/service area","Some college"
2006,"02","Homicide",0,"F",42,"Black",100,"Street","Some college"
2006,"02","Suicide",0,"M",46,"White",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",23,"Black",100,"Home","HS/GED"
2006,"02","Homicide",0,"M",66,"Black",100,"Home","Less than HS"
2006,"02","Homicide",0,"M",54,"White",100,"Other unspecified","HS/GED"
2006,"01","Homicide",0,"F",26,"Black",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",38,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",24,"White",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",24,"Black",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",79,"White",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",55,"White",100,"Home","Less than HS"
2006,"02","Suicide",0,"M",68,"White",100,"Other unspecified","HS/GED"
2006,"01","Homicide",0,"M",18,"Black",100,"Home","HS/GED"
2006,"02","Homicide",0,"M",72,"White",100,"Home","Less than HS"
2006,"03","Undetermined",0,"F",29,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",36,"White",100,"Home","Less than HS"
2006,"02","Homicide",0,"F",23,"Black",100,"Street","Some college"
2006,"02","Homicide",0,"M",25,"White",100,"Home","Less than HS"
2006,"02","Homicide",0,"F",39,"Black",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",21,"White",100,"Home","HS/GED"
2006,"02","Undetermined",0,"M",21,"Black",100,"Home","BA+"
2006,"02","Suicide",0,"M",38,"White",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",55,"White",100,"Home","HS/GED"
2006,"02","Accidental",0,"M",2,"Black",100,"Other unspecified",NA
2006,"03","Suicide",0,"M",63,"White",100,"Other unspecified","Less than HS"
2006,"02","Accidental",0,"M",58,"White",100,"Other unspecified","BA+"
2006,"03","Homicide",0,"M",24,"Black",100,"Trade/service area","Less than HS"
2006,"02","Homicide",0,"M",31,"Black",100,"Street","Less than HS"
2006,"02","Suicide",0,"M",25,"Black",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",16,"White",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",35,"Black",100,"Other unspecified","Some college"
2006,"02","Suicide",0,"M",53,"White",100,"Home","Some college"
2006,"03","Suicide",0,"M",55,"White",100,"Other unspecified","Some college"
2006,"02","Homicide",0,"M",39,"Black",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",24,"White",100,"Other unspecified","HS/GED"
2006,"02","Homicide",0,"M",17,"Black",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"F",27,"Black",100,"Trade/service area","HS/GED"
2006,"03","Homicide",0,"M",18,"Black",100,"Other unspecified","Less than HS"
2006,"02","Suicide",0,"M",51,"Black",100,"Home","Some college"
2006,"03","Homicide",0,"F",25,"Black",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",42,"White",100,"Other unspecified","HS/GED"
2006,"03","Homicide",0,"F",24,"Black",100,"Home","HS/GED"
2006,"03","Accidental",0,"F",20,"White",100,"Other unspecified","HS/GED"
2006,"03","Homicide",0,"M",26,"Hispanic",211,"Other specified","NA"
2006,"03","Suicide",0,"M",40,"White",100,"Other unspecified","BA+"
2006,"02","Homicide",0,"M",27,"Black",100,"Home","HS/GED"
2006,"02","Suicide",0,"M",70,"White",100,"Home","Less than HS"
2006,"02","Suicide",0,"M",44,"White",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",23,"White",100,"Other unspecified","Less than HS"
2006,"03","Suicide",0,"M",77,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"F",23,"White",100,"Other unspecified","Some college"
2006,"03","Suicide",0,"M",71,"White",100,"Other unspecified","NA"
2006,"03","Suicide",0,"M",60,"White",100,"Home","BA+"
2006,"03","Homicide",0,"M",18,"Black",100,"School/instiution","Less than HS"
2006,"03","Accidental",0,"M",30,"White",100,"Other unspecified","Less than HS"
2006,"03","Suicide",0,"M",66,"Black",100,"Other unspecified","Some college"
2006,"03","Suicide",0,"M",62,"White",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",64,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"M",37,"White",100,"Home","Less than HS"
2006,"01","Homicide",0,"F",20,"Black",100,"Street","Less than HS"
2006,"02","Suicide",0,"M",40,"Black",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",21,"White",100,"Other unspecified","HS/GED"
2006,"01","Accidental",0,"M",20,"White",100,"Other unspecified","Less than HS"
2006,"03","Suicide",0,"M",60,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"M",61,"White",100,"Other unspecified","Less than HS"
2006,"03","Suicide",0,"M",58,"White",100,"Other unspecified","HS/GED"
2006,"02","Suicide",0,"M",28,"White",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",43,"White",100,"Other unspecified","Less than HS"
2006,"02","Homicide",0,"F",37,"White",100,"Trade/service area","Some college"
2006,"02","Suicide",0,"M",40,"White",100,"Home","Some college"
2006,"03","Homicide",0,"M",33,"Black",100,"Other specified","Less than HS"
2006,"03","Suicide",0,"M",22,"White",100,"Other unspecified","HS/GED"
2006,"04","Suicide",0,"M",57,"White",100,"Home","Some college"
2006,"03","Suicide",0,"F",50,"White",100,"Home","HS/GED"
2006,"02","Homicide",0,"M",42,"Black",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"F",62,"White",100,"Home","Less than HS"
2006,"03","Suicide",0,"M",73,"White",100,"Home","Some college"
2006,"03","Suicide",0,"M",77,"White",100,"Street","Less than HS"
2006,"03","Suicide",0,"F",56,"White",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",31,"Native American/Native Alaskan",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",85,"White",100,"Home","Less than HS"
2006,"02","Suicide",0,"F",61,"Black",100,"Home","Some college"
2006,"02","Homicide",0,"M",37,"Black",100,"Other unspecified","HS/GED"
2006,"03","Accidental",0,"F",29,"White",100,"Other unspecified","HS/GED"
2006,"02","Suicide",0,"M",87,"White",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"M",44,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"M",61,"White",100,"Home","Some college"
2006,"03","Homicide",0,"M",21,"Black",100,"Street","Less than HS"
2006,"03","Suicide",0,"F",61,"White",100,"Sports","Less than HS"
2006,"03","Suicide",0,"M",65,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"M",21,"White",100,"Other unspecified","Less than HS"
2006,"03","Suicide",0,"M",39,"White",100,"Home","HS/GED"
2006,"03","Homicide",0,"M",49,"Black",100,"Other unspecified","HS/GED"
2006,"03","Accidental",0,"F",43,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"M",47,"White",100,"Home","Less than HS"
2006,"04","Suicide",0,"M",70,"White",100,"Home","BA+"
2006,"03","Accidental",0,"M",45,"White",100,"Home","HS/GED"
2006,"03","Suicide",0,"M",32,"White",100,"Other unspecified","Less than HS"
2006,"03","Accidental",0,"M",21,"White",100,"Home","Some college"
2006,"03","Homicide",0,"M",22,"Black",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"F",41,"White",100,"Other unspecified","BA+"
2006,"04","Suicide",0,"M",49,"White",100,"Other unspecified","HS/GED"
2006,"03","Suicide",0,"F",51,"White",100,"Home","Some college"
2006,"01","Homicide",0,"M",20,"Black",100,"Home","Less than HS"
2006,"03","Homicide",0,"M",21,"Black",100,"Home","Less than HS"
2006,"03","Homicide",0,"M",19,"Black",100,"Home","Less than HS"
2006,"04","Suicide",0,"M",47,"White",100,"Other unspecified","HS/GED"
2006,"04","Suicide",0,"M",80,"Black",100,"Street","HS/GED"
2006,"04","Suicide",0,"M",52,"White",100,"Home","BA+"
2006,"04","Suicide",0,"M",56,"White",100,"Home","Some college"
2006,"04","Homicide",0,"M",53,"Black",100,"Street","Less than HS"
2006,"04","Suicide",0,"M",57,"White",100,"Other specified","BA+"
2006,"04","Suicide",0,"M",24,"White",100,"Home","Some college"
2006,"04","Suicide",0,"M",18,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",74,"White",100,"Home","BA+"
2006,"04","Suicide",0,"M",48,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"F",40,"White",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",52,"White",100,"Home","Some college"
2006,"04","Homicide",0,"F",46,"White",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",79,"White",100,"Other unspecified","HS/GED"
2006,"04","Homicide",0,"M",17,"Black",100,"Street","Less than HS"
2006,"04","Homicide",0,"M",24,"Black",100,"Other unspecified","Some college"
2006,"04","Homicide",0,"M",35,"White",100,"Other specified","HS/GED"
2006,"04","Suicide",0,"M",39,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",63,"White",100,"Other unspecified","Some college"
2006,"03","Suicide",0,"M",29,"White",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"M",60,"White",100,"Home","Less than HS"
2006,"04","Suicide",0,"M",26,"Hispanic",261,"Other specified","HS/GED"
2006,"04","Suicide",0,"M",29,"White",100,"Home","Some college"
2006,"03","Homicide",0,"M",28,"Black",100,"Home","Less than HS"
2006,"04","Suicide",0,"M",56,"White",100,"Home","Less than HS"
2006,"04","Homicide",0,"M",22,"Black",100,"Home","Less than HS"
2006,"04","Suicide",0,"F",45,"White",100,"Home","BA+"
2006,"04","Homicide",0,"F",21,"Black",100,"Other specified","Less than HS"
2006,"04","Homicide",0,"F",35,"White",100,"Street","HS/GED"
2006,"04","Homicide",0,"M",65,"Native American/Native Alaskan",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",68,"White",100,"Other unspecified","HS/GED"
2006,"04","Suicide",0,"F",62,"White",100,"Other unspecified","HS/GED"
2006,"04","Homicide",0,"M",24,"Black",100,"Street","HS/GED"
2006,"04","Suicide",0,"F",28,"White",100,"Home","Less than HS"
2006,"04","Suicide",0,"M",49,"Black",100,"Street","HS/GED"
2006,"04","Suicide",0,"M",26,"Black",100,"Other unspecified","Some college"
2006,"04","Suicide",0,"M",53,"White",100,"Other specified","Some college"
2006,"04","Homicide",0,"M",72,"Black",100,"Home","Less than HS"
2006,"05","Suicide",0,"M",64,"White",100,"Home","HS/GED"
2006,"04","Suicide",0,"M",52,"White",100,"Other unspecified","HS/GED"
2006,"04","Suicide",0,"M",44,"White",100,"Other unspecified","HS/GED"
2006,"05","Suicide",0,"M",26,"Hispanic",211,"Home","HS/GED"
2006,"03","Suicide",0,"M",44,"White",100,"Home","HS/GED"
2006,"04","Homicide",0,"M",21,"Black",100,"Home","Less than HS"
2006,"04","Homicide",0,"M",24,"Black",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"M",38,"White",100,"Other unspecified","HS/GED"
2006,"04","Suicide",0,"F",65,"White",100,"Other unspecified","Less than HS"
2006,"04","Suicide",0,"M",22,"Black",100,"Street","HS/GED"
2006,"03","Accidental",0,"M",55,"White",100,"Trade/service area","HS/GED"
